Protein.Group,Aug_F01_1,Aug_F02_1,Aug_F03_1,Aug_F04_1,Aug_F05_1,Aug_F06_1,Aug_F07_1,Aug_F08_1,Aug_F09_1,Aug_F10_1,Aug_F11_1,Aug_F01_2,Aug_F02_2,Aug_F03_2,Aug_F04_2,Aug_F05_2,Aug_F06_2,Aug_F07_2,Aug_F08_2,Aug_F09_2,Aug_F10_2,Aug_F11_2,Aug_F01_3,Aug_F02_3,Aug_F03_3,Aug_F04_3,Aug_F05_3,Aug_F06_3,Aug_F07_3,Aug_F08_3,Aug_F09_3,Aug_F10_3,Aug_F11_3,Sep_F01_1,Sep_F02_1,Sep_F03_1,Sep_F04_1,Sep_F05_1,Sep_F06_1,Sep_F07_1,Sep_F08_1,Sep_F09_1,Sep_F10_1,Sep_F11_1,Sep_F01_2,Sep_F02_2,Sep_F03_2,Sep_F04_2,Sep_F05_2,Sep_F06_2,Sep_F07_2,Sep_F08_2,Sep_F09_2,Sep_F10_2,Sep_F11_2,Sep_F01_3,Sep_F02_3,Sep_F03_3,Sep_F04_3,Sep_F05_3,Sep_F06_3,Sep_F07_3,Sep_F08_3,Sep_F09_3,Sep_F10_3,Sep_F11_3
A2A5R2;G3X9K3,0.10119389,0.127906221,0.133360531,0.102868885,0.079464994,0.067229217,0.081734074,0.061272998,0.119240827,0.091424197,0.034304166,0.155012027,0.102240407,0.104002147,0.066904569,0.070558774,0.089853427,0.048392632,0.088102569,0.134087852,0.113996911,0.026848687,0.116577397,0.131541856,0.094897049,0.084753096,0.082666759,0.072813341,0.060473934,0.083968229,0.121709046,0.082969888,0.067629405,0.136065058,0.147026221,0.061315967,0.042209265,0.018983063,0.008758371,0.014301441,0.026245981,0.341141569,0.192751961,0.011201105,0.114011324,0.107993266,0.115428131,0.074043241,0.054207221,0.013330942,0.017681441,0.045382183,0.075844052,0.363306562,0.018771636,0.185463702,0.137180626,0.080949474,0.155841724,0.072731024,0.027922394,0.037638415,0.086123669,0.121584672,0.071229091,0.02333521
A2A5Y6,0.16797199,0.12177013,0.141045203,0.13180852,0.067922513,0.073006779,0.073302437,0.121882085,0.030163355,0.037217881,0.033909107,0.237461449,0.051247764,0.211120064,0.073774358,0.084216603,0.107487979,0.079656554,0.035134399,0.033404316,0.033755621,0.052740892,0.244232544,0.113673774,0.11952646,0.063876751,0.062090889,0.050331405,0.065857572,0.182918157,0.025807186,0.025901835,0.045783427,0.084008055,0.023540218,0.028984954,0.038055116,0.058250889,0.053307974,0.025955741,0.037268696,0.614160273,0.017780382,0.018687701,0.065814387,0.027396307,0.041979805,0.057023509,0.03000417,0.065895751,0.042864165,0.070444051,0.049463733,0.544017827,0.005096293,0.131363775,0.077361239,0.072317285,0.055555782,0.051118804,0.085255701,0.146762109,0.157097994,0.123150848,0.060792765,0.039223697
A2A7S7,0.044978339,0.059953452,0.050587457,0.058555774,0.097708691,0.105633592,0.122747648,0.09361962,0.086012665,0.096866614,0.183336149,0.041892269,0.053894754,0.059222197,0.100979343,0.084298419,0.089488946,0.136159751,0.095935147,0.074837515,0.068587616,0.194704043,0.049527082,0.054271539,0.073296136,0.072616908,0.075949274,0.101254368,0.108607702,0.091482803,0.088492955,0.099175949,0.185325284,0.023028312,0.0460835,0.05539562,0.072507996,0.099018622,0.104595491,0.107021195,0.106887523,0.136317611,0.109584648,0.139559483,0.042194469,0.02556316,0.072514293,0.052001456,0.06253552,0.10051005,0.119357305,0.098458875,0.109302402,0.141271172,0.1762913,0.037555919,0.045044835,0.049589806,0.070219974,0.070619533,0.101805156,0.105341545,0.103437041,0.101428208,0.14827572,0.166682263
A2A8U2,0.428487882,0.064398241,0.066752284,0.062428816,0.043474725,0.061493684,0.025816524,0.055855783,0.05611074,0.082633719,0.052547599,0.264567069,0.070550658,0.067471041,0.053679477,0.05901549,0.06022545,0.05068225,0.056946595,0.077538771,0.114116491,0.125206709,0.40889725,0.037913103,0.053508159,0.038053525,0.064642957,0.049970134,0.063959094,0.057706799,0.049664021,0.073713265,0.101971691,0.157565158,0.05162356,0.060794542,0.061645195,0.06371506,0.046602703,0.062456802,0.053117672,0.289172464,0.086783562,0.066523283,0.092541345,0.077294093,0.066308616,0.055669772,0.092820333,0.067704847,0.081778016,0.070359497,0.091085596,0.247523814,0.056914071,0.134067682,0.096277552,0.086220442,0.095573618,0.084848897,0.069979348,0.082244288,0.059185168,0.106033121,0.076984212,0.108585671
A2A8Z1,0.089127418,0.159085203,0.113708221,0.127724959,0.037721973,0.098766906,0.082490823,0.066163679,0.062493834,0.034284908,0.128432076,0.088356759,0.073017662,0.127273453,0.088273825,0.075304925,0.055895718,0.088549392,0.098014722,0.043987207,0.102260327,0.15906601,0.113036154,0.13815586,0.088717541,0.097005884,0.128968902,0.085194044,0.087652457,0.056803789,0.00740572,0.036243352,0.160816297,0.06880122,0.041434768,0.099551329,0.146175015,0.124600435,0.094408793,0.076430585,0.086818028,0.078659521,0.053592759,0.129527547,0.03310927,0.056587978,0.048103986,0.066818593,0.047381763,0.069952259,0.058455559,0.060281366,0.0129095,0.467764308,0.078635417,0.134121506,0.059976582,0.112743445,0.03291064,0.082381347,0.101958468,0.094643416,0.073599497,0.030300203,0.08513238,0.192232516
A2AAJ9,0.466206346,0.127737597,0.111215342,0.061745775,0.039378096,0.032454238,0.047451491,0.035779465,0.033276953,0.011095057,0.03365964,0.526998024,0.138156597,0.080390089,0.041289107,0.048063147,0.04320234,0.024662545,0.030192426,0.024323645,0.0184023,0.024319779,0.441798134,0.110108949,0.062488661,0.047186743,0.045446047,0.065478028,0.0385863,0.018701897,0.02635363,0.014368401,0.129483211,0.250372732,0.105916912,0.109952807,0.06050195,0.03939648,0.043170334,0.061161554,0.046139858,0.175188205,0.014880594,0.093318575,0.444173191,0.090047572,0.060983009,0.052602035,0.043252283,0.035351082,0.044079517,0.036549869,0.013168751,0.116168353,0.063624337,0.406706635,0.20059484,0.072230101,0.092644424,0.035228033,0.021797299,0.019569212,0.013212548,0.021560133,0.054326057,0.062130716
A2ADF7,0.130206948,0.234065671,0.220001496,0.115008377,0.066859819,0.070729609,0.042769822,0.031105383,0.074795133,0.006168734,0.008289008,0.107345608,0.216363107,0.184481866,0.066140596,0.090473429,0.056652277,0.05717202,0.152793377,0.055289716,0.006569207,0.006718796,0.143340152,0.248602453,0.178265933,0.112949446,0.099425991,0.064320097,0.04816069,0.036410024,0.056917486,0.006286719,0.005321011,0.212519313,0.188424653,0.205154532,0.129285818,0.067787721,0.064171739,0.06059203,0.029822121,0.033549875,0.007116975,0.001575222,0.159392956,0.195488787,0.158506288,0.138291679,0.106162425,0.082849987,0.064497282,0.057198909,0.008798132,0.025067847,0.003745707,0.172862887,0.217809587,0.175455819,0.137248318,0.098563898,0.068581949,0.039212422,0.067150813,0.008138815,0.006876204,0.008099287
A2ADY9,0.134146703,0.127380804,0.140833768,0.112042845,0.072608104,0.057612753,0.06687357,0.09879462,0.092842114,0.054556109,0.04230861,0.158376193,0.129257335,0.112491597,0.086953548,0.077208116,0.07736412,0.059394859,0.082572253,0.093354896,0.067851357,0.055175727,0.123529991,0.130681852,0.104724861,0.102281458,0.083360278,0.097886183,0.064484987,0.085761596,0.087473508,0.060442126,0.05937316,0.108109012,0.10324016,0.093005416,0.054400464,0.110766344,0.049646004,0.045363562,0.025787645,0.197616747,0.111657502,0.100407143,0.179163619,0.121987672,0.109958385,0.077174242,0.064549979,0.058558844,0.038241856,0.046012807,0.03670633,0.231482166,0.0361641,0.20513585,0.156905745,0.131149882,0.137747631,0.116257822,0.042838685,0.046403328,0.041893242,0.045423876,0.010296015,0.065947924
A2AFK4,0.178403731,0.085120681,0.10137353,0.086549868,0.014998028,0.02311102,0.062920227,0.081861189,0.174262687,0.171868106,0.019530934,0.112369057,0.081268411,0.131921251,0.041636047,0.042132091,0.083681512,0.051951095,0.065268267,0.141610096,0.226775505,0.021386668,0.095599348,0.088438842,0.061032471,0.072444831,0.039364529,0.150786727,0.06910413,0.089669786,0.148508071,0.150564196,0.034487068,0.031335002,0.06477483,0.014408273,0.061777918,0.015507263,0.01224413,0.008507858,0.010909573,0.671823131,0.09798747,0.010724551,0.097386919,0.138423771,0.027659925,0.103503579,0.034482531,0.025331461,0.025385268,0.033594308,0.242878483,0.235913659,0.035440097,0.090817715,0.059661929,0.051510725,0.085206565,0.050395085,0.044922858,0.04479443,0.046381527,0.101526439,0.360731406,0.064051322
A2AFQ2;Q99N15,0.120112737,0.118198677,0.111539632,0.097704167,0.068658203,0.071358366,0.064953017,0.055475177,0.117278938,0.121052679,0.053668406,0.102886435,0.107703089,0.06831945,0.08590208,0.078454864,0.085192856,0.059961477,0.085878921,0.135415667,0.169897769,0.020387391,0.142961903,0.122443013,0.103837527,0.07788592,0.075653426,0.039116116,0.055420655,0.095562951,0.116714726,0.127117133,0.04328663,0.21384869,0.020554757,0.144650878,0.109737399,0.068358232,0.083456794,0.070931234,0.009850713,0.103681594,0.170120845,0.004808864,0.21138752,0.152359056,0.132241245,0.097550803,0.080616623,0.060856712,0.023804187,0.038691976,0.076439202,0.080461017,0.045591658,0.220197985,0.089776043,0.136354118,0.075505157,0.050699204,0.076062553,0.015658,0.085886467,0.095307802,0.098408549,0.056144123
A2AG06,0.07089221,0.011885078,0.061522248,0.071137828,0.134369979,0.167276654,0.16774735,0.104976451,0.127008609,0.079874525,0.003309068,0.016104352,0.08897007,0.066099426,0.007342154,0.14635412,0.128901112,0.130856488,0.141797136,0.004993642,0.005224039,0.263357461,0.075117808,0.006938154,0.159622634,0.007867647,0.178011928,0.002582318,0.004515871,0.045412669,0.180999297,0.327550886,0.011380789,0.006278095,0.0776424,0.048641487,0.002390395,0.114439638,0.147035847,0.120314602,0.155101972,0.011809174,0.127795144,0.188551247,0.024720692,0.011724844,0.033155466,0.074756681,0.005488112,0.086706653,0.201881314,0.123893691,0.102937394,0.036327096,0.298408057,0.062444346,0.070065284,0.005461094,0.045784721,0.037351812,0.105266614,0.138283405,0.085055764,0.102869441,0.00397032,0.3434472
A2AGT5,0.153774515,0.128405258,0.149159475,0.114190634,0.081558867,0.069447213,0.070975182,0.073487478,0.082849216,0.057270459,0.018881702,0.153986117,0.120430087,0.148566965,0.084110609,0.095050503,0.075728918,0.07160468,0.056412767,0.110590711,0.068138336,0.015380308,0.158608346,0.135384702,0.097127806,0.098942343,0.105901857,0.094634852,0.077675471,0.086741654,0.089630427,0.033548257,0.021804286,0.164973196,0.124921809,0.115808671,0.101010348,0.066385318,0.040710766,0.059149585,0.085993402,0.171219442,0.018391466,0.051435996,0.143333857,0.113325855,0.097820488,0.075498697,0.067869163,0.053800252,0.042510904,0.122191869,0.186447276,0.076913028,0.020288612,0.136199948,0.095684414,0.128124047,0.129980088,0.089562938,0.040986856,0.051206608,0.12158806,0.120291244,0.038556998,0.047818798
A2AIG8,0.07861453,0.054712478,0.068564119,0.091951089,0.071884599,0.112520312,0.127067549,0.130771748,0.025265739,0.080839554,0.157808283,0.06743769,0.026260429,0.050378795,0.072189642,0.061466797,0.097048206,0.203343551,0.062081898,0.049025887,0.035229675,0.27553743,0.056657765,0.110044516,0.049333913,0.073909401,0.064494292,0.152222521,0.128168229,0.048153711,0.081272238,0.027223256,0.208520159,0.046749817,0.050495264,0.057929355,0.059222823,0.053073931,0.086537734,0.051719766,0.049312091,0.25170878,0.068023718,0.225226721,0.055413864,0.068793685,0.062193593,0.066481009,0.074421547,0.087312778,0.043307437,0.03679452,0.086043401,0.212194925,0.207043242,0.069103417,0.090867321,0.082952003,0.0811851,0.040646823,0.114108888,0.077724647,0.053473052,0.102860637,0.065398961,0.221679152
A2AIL4,0.200762942,0.205061189,0.157579322,0.110031766,0.102694596,0.084740613,0.047354859,0.041412515,0.038895792,0.008163146,0.00330326,0.295056952,0.227312385,0.135971813,0.049596525,0.060692975,0.099532933,0.016020619,0.05191258,0.04202907,0.01018757,0.011686577,0.165260167,0.221025121,0.168437492,0.072440236,0.095860198,0.086772839,0.055452197,0.054900439,0.057499678,0.008678192,0.013673442,0.135691161,0.194311259,0.17693731,0.094650718,0.142123025,0.103238909,0.046611999,0.042172045,0.03954216,0.015587954,0.00913346,0.103957702,0.208679696,0.154419779,0.087949716,0.260465834,0.035615664,0.054668242,0.040365094,0.012188565,0.031487649,0.010202058,0.228181508,0.186098959,0.147023322,0.124702152,0.101672769,0.077043386,0.056830374,0.037010978,0.011403815,0.013760444,0.016272292
A2AIM4,0.102890616,0.073416751,0.062330321,0.095482063,0.09600264,0.102678993,0.080921932,0.1064373,0.056461226,0.03343026,0.189947898,0.06490563,0.087557832,0.085475351,0.098571246,0.10730558,0.105212771,0.103214703,0.091523965,0.053457009,0.025104261,0.177671652,0.098981452,0.053228015,0.114841135,0.102473064,0.090690054,0.082513077,0.113314611,0.089573344,0.054150416,0.040140071,0.160094762,0.094754369,0.098270936,0.094256819,0.093874407,0.121918406,0.106282378,0.088413108,0.092669211,0.027527579,0.041339432,0.140693356,0.040087997,0.060101747,0.082829909,0.111688842,0.104635425,0.147197125,0.141994947,0.068251626,0.025994883,0.079153745,0.138063754,0.06359816,0.051230406,0.058161699,0.108291681,0.110541224,0.088196434,0.135363347,0.101131918,0.057135157,0.066269982,0.160079991
A2AJI0,0.109798541,0.106226511,0.10728399,0.084719999,0.064441691,0.056615353,0.057851366,0.085261108,0.15732453,0.160595626,0.009881285,0.116627514,0.097013647,0.094260335,0.066390708,0.060778836,0.062106924,0.042318131,0.081811623,0.197289315,0.168690632,0.012712333,0.107217025,0.099103193,0.091296491,0.071369838,0.071810858,0.063803789,0.055358736,0.104426523,0.175568568,0.148028568,0.012016413,0.072335298,0.063776878,0.068381685,0.055488902,0.048602086,0.048781151,0.056446157,0.132298646,0.321117872,0.123667119,0.009104206,0.086373438,0.097661038,0.077735856,0.069272119,0.07141937,0.051760426,0.049383111,0.106235112,0.283161858,0.100663912,0.006333762,0.08587975,0.087125942,0.092352924,0.083351813,0.06492351,0.052403882,0.053391111,0.118578009,0.273568119,0.08370489,0.004720051
A2AJI1;A8Y5P4,0.10233115,0.088104047,0.102047673,0.072232444,0.083957092,0.058251644,0.084139766,0.079391114,0.20592655,0.118564093,0.005054429,0.12463729,0.095506839,0.104739401,0.097641556,0.07658207,0.06941326,0.04521908,0.08974552,0.122372172,0.169199061,0.004943752,0.095804125,0.074564798,0.099686991,0.061579187,0.076857454,0.059664906,0.099619245,0.102212788,0.178474591,0.149258577,0.002277339,0.003189508,0.019269482,0.043066291,0.014292145,0.010497541,0.025835502,0.032184223,0.124191228,0.59469878,0.128982545,0.003792755,0.005278761,0.034599256,0.02199309,0.043158157,0.055068228,0.081396245,0.157707097,0.093677017,0.265298455,0.235711991,0.006111704,0.004749312,0.1814978,0.020454662,0.188107644,0.053473056,0.034787902,0.073728264,0.085307053,0.208264418,0.144025705,0.005604184
A2AJW4,0.075763967,0.057528,0.059789618,0.064426244,0.089074121,0.092126348,0.091442762,0.088139994,0.10231839,0.149653876,0.12973668,0.074728793,0.068965567,0.053064564,0.087440436,0.078792829,0.072259609,0.094942243,0.105978375,0.092422572,0.147755984,0.123649027,0.058253736,0.059400829,0.076675507,0.076666558,0.082192181,0.058047094,0.085897053,0.08572011,0.117457411,0.158521059,0.141168463,0.045540749,0.041090641,0.043547374,0.054027151,0.065648677,0.071809583,0.070148914,0.055718039,0.114752367,0.332037877,0.105678629,0.089151154,0.095494787,0.072528238,0.073022741,0.059688904,0.08854714,0.037924665,0.072666818,0.115683722,0.204008153,0.091283676,0.039519227,0.024078672,0.051572003,0.042377626,0.029748907,0.061926908,0.037132456,0.058724427,0.141863986,0.375002809,0.138052979
A2AKD7,0.356252874,0.314013724,0.007145954,0.002894492,0.018936398,0.017669031,0.051368319,0.124727702,0.024477567,0.06496625,0.017547689,0.330992218,0.224891268,0.009225828,0.003540229,0.028368018,0.113027784,0.010916952,0.133393749,0.013663122,0.115262714,0.016718118,0.340982162,0.16903721,0.015888814,0.002235459,0.119724094,0.116656859,0.028965331,0.14054754,0.011347448,0.040550343,0.014064741,0.010588667,0.008835719,0.008838581,0.282644376,0.353917846,0.12688308,0.00916886,0.008349335,0.173402733,0.009133603,0.008237199,0.013740257,0.011459237,0.010974771,0.395251945,0.138332877,0.186646209,0.013750786,0.013782641,0.156913547,0.043203481,0.01594425,0.011273428,0.010856674,0.011408866,0.342830326,0.184997688,0.249617693,0.01043202,0.010059072,0.147993965,0.008920747,0.011609522
A2AKG8,0.136291547,0.102718232,0.120970021,0.103070394,0.069419662,0.056883304,0.059557337,0.090749473,0.130928902,0.114415859,0.014995268,0.104679876,0.101200395,0.116031836,0.08074948,0.070973087,0.06698711,0.046535442,0.06406861,0.151295102,0.177810455,0.019668607,0.099083485,0.127353158,0.078751022,0.093282012,0.077753816,0.071187422,0.06849386,0.099304003,0.12496999,0.139520936,0.020300296,0.133561046,0.103251681,0.128248645,0.13912215,0.079260698,0.065007893,0.053686768,0.062190652,0.115907556,0.101685922,0.01807699,0.07321628,0.130228189,0.147313292,0.166914343,0.097339769,0.082819263,0.069886536,0.106530972,0.076488782,0.035505439,0.013757136,0.069575707,0.094710862,0.131109965,0.202084173,0.206112555,0.093683773,0.075323401,0.054797584,0.028587494,0.026905135,0.017109352
A2AKU9,0.216771547,0.270209174,0.234980481,0.116954653,0.044422695,0.039925107,0.026087573,0.037956201,0.006765451,0.002852934,0.003074183,0.311098447,0.257410055,0.227735773,0.070456057,0.050230734,0.029438633,0.018719968,0.021136579,0.009034176,0.002442012,0.002297564,0.308631091,0.24505971,0.171104965,0.103807512,0.063068172,0.038515522,0.028393024,0.026352334,0.008921488,0.002218678,0.003927502,0.373836236,0.160832983,0.085295123,0.060677792,0.08934908,0.017279244,0.019925971,0.020162827,0.007095019,0.07486316,0.090682564,0.11240724,0.185930388,0.226047332,0.1173668,0.100136132,0.062381596,0.059280774,0.024257033,0.001340114,0.095539719,0.015312871,0.125109783,0.166092492,0.163327749,0.157486984,0.092367497,0.0933728,0.077136722,0.091418869,0.016803884,0.011369885,0.005513334
A2AKU9;Q8C2Q8,0.231627846,0.237517308,0.251511258,0.115707196,0.049442802,0.038643807,0.034554553,0.020857284,0.012855586,0.004773328,0.002509031,0.30667977,0.249567737,0.18640964,0.071676711,0.05555508,0.052234283,0.028064534,0.022039917,0.017628423,0.007875714,0.002268192,0.243355216,0.268595058,0.194743541,0.096686125,0.064842914,0.041898604,0.033614853,0.035958682,0.012825159,0.005401507,0.00207834,0.202051019,0.25719264,0.22273031,0.111958456,0.042991246,0.059391786,0.041214475,0.041248843,0.015191288,0.004603856,0.001426081,0.178131355,0.17301882,0.190629616,0.135080565,0.119108527,0.058757423,0.053758895,0.059052725,0.023406083,0.005475132,0.00358086,0.163660542,0.214167635,0.183238143,0.104274529,0.106707649,0.075709783,0.056255792,0.071185549,0.016995464,0.005041076,0.002763838
A2AL76;A2AL77;A2AL78;Q9CR06,0.115194174,0.111873982,0.145498188,0.145540545,0.141368982,0.123883508,0.092994308,0.095465373,0.026751316,0.000599417,0.000830206,0.19529997,0.082516527,0.097992128,0.122632948,0.156801258,0.180097827,0.078752184,0.077080072,0.006172146,0.001186551,0.001468389,0.186664109,0.109035766,0.09774453,0.126714439,0.166729581,0.133692156,0.077914448,0.096420775,0.002958413,0.000996371,0.001129412,0.09688381,0.075931501,0.158730734,0.230089764,0.12568971,0.134567689,0.06629691,0.055415237,0.053568803,0.001063248,0.001762596,0.092838707,0.071302718,0.120079497,0.188226539,0.24576276,0.150176014,0.06924498,0.048453737,0.010545957,0.002644977,0.000724114,0.108076873,0.12310586,0.155565615,0.031378772,0.27354437,0.155463885,0.094686082,0.046073728,0.010238645,0.000782527,0.001083644
A2AMM0,0.090422392,0.090122687,0.081441702,0.082909643,0.072163335,0.071826828,0.071289955,0.084427216,0.114261327,0.155215702,0.085919213,0.088304478,0.088398672,0.086192924,0.076612932,0.071236237,0.071435029,0.077449937,0.082992637,0.105914963,0.161619007,0.089843183,0.092191546,0.079539693,0.083549655,0.074277621,0.074405947,0.073386361,0.075142897,0.085744503,0.119174828,0.15681792,0.085769029,0.065330712,0.055333128,0.043854956,0.04202678,0.052999063,0.051979153,0.063898482,0.083271421,0.208235501,0.276888235,0.056182568,0.073724827,0.06921331,0.063799037,0.054156699,0.052695978,0.060552298,0.051454955,0.086492434,0.197109366,0.227183235,0.063617862,0.066024266,0.062117902,0.055715769,0.05363179,0.047224426,0.051784106,0.06998355,0.074032401,0.208191028,0.260990545,0.050304218
A2AMW0,0.075727849,0.100553995,0.126813263,0.14808961,0.101921867,0.089648361,0.078572368,0.087325402,0.068635847,0.058578785,0.064132654,0.115626239,0.10155433,0.12425753,0.093688117,0.082686296,0.144790525,0.084027671,0.081044998,0.074625565,0.039760212,0.057938518,0.095607426,0.104088952,0.10581856,0.115507732,0.086343279,0.103165623,0.110898645,0.102778925,0.063467507,0.079999101,0.03232425,0.08657539,0.1211853,0.109287609,0.132704556,0.117848746,0.040364623,0.098091201,0.069146852,0.070310395,0.089242052,0.065243275,0.135660938,0.092270148,0.11928638,0.122268292,0.118582112,0.095122808,0.088351509,0.039801492,0.03658142,0.104599736,0.047475165,0.124011926,0.099934917,0.11577445,0.125516933,0.124036341,0.058447965,0.102258537,0.035546678,0.082766558,0.055635952,0.076069742
